k,type,score,label
2,Kmeans,0.232904,0
2,Kmeans,0.686199,0
2,Kmeans,0.670171,0
2,Kmeans,0.794819,0
2,Kmeans,0.797341,0
2,Kmeans,0.736443,0
2,Kmeans,0.740302,1
2,Kmeans,0.248963,0
2,Kmeans,0.804114,0
2,Kmeans,0.670361,1
2,Kmeans,0.251436,1
2,Kmeans,0.740495,0
2,Kmeans,0.736113,1
2,Kmeans,0.688128,1
2,Kmeans,0.610248,1
2,Kmeans,0.649609,0
2,Kmeans,0.510776,0
2,Kmeans,0.802522,0
2,Kmeans,0.781122,1
2,Kmeans,0.495515,1
2,Kmeans,0.603218,1
2,Kmeans,0.571593,1
2,Kmeans,0.785264,1
2,Kmeans,0.690208,1
2,Kmeans,0.675374,1
2,Kmeans,0.718706,1
2,Kmeans,0.801301,1
2,Kmeans,0.789721,0
2,Kmeans,0.799357,1
2,Kmeans,0.794717,1
2,Kmeans,0.661582,1
2,Kmeans,0.796847,1
2,Kmeans,0.781017,0
2,Kmeans,0.787777,1
2,Kmeans,0.705659,1
2,Kmeans,0.649807,1
2,Kmeans,0.802576,1
2,Kmeans,0.803335,0
2,Kmeans,0.776397,0
2,Kmeans,0.744853,1
2,Kmeans,0.804246,0
2,Kmeans,0.802581,1
2,Kmeans,0.631253,0
2,Kmeans,0.741103,1
2,Kmeans,0.748541,1
2,Kmeans,0.800376,1
2,Kmeans,0.416929,1
2,Kmeans,0.794708,1
2,Kmeans,0.792331,1
2,Kmeans,0.750819,1
2,Kmeans,0.037835,1
2,Kmeans,0.722154,1
2,Kmeans,0.504922,0
2,Kmeans,0.760777,1
2,Kmeans,0.466964,0
2,Kmeans,0.804452,0
2,Kmeans,0.551155,1
2,Kmeans,0.645618,0
2,Kmeans,0.711929,1
2,Kmeans,0.70813,1
2,Kmeans,0.758344,1
2,Kmeans,0.754354,1
2,Kmeans,0.122025,0
2,Kmeans,0.801065,1
2,Kmeans,0.633868,1
2,Kmeans,0.580367,1
2,Kmeans,0.786635,1
2,Kmeans,0.79636,1
2,Kmeans,0.67049,1
2,Kmeans,0.599811,0
2,Kmeans,0.80258,1
2,Kmeans,0.792796,1
2,Kmeans,0.585831,1
2,Kmeans,0.795633,0
2,Kmeans,0.676914,1
2,Kmeans,0.751367,1
2,Kmeans,0.7376,0
2,Kmeans,0.800699,1
2,Kmeans,0.800085,1
2,Kmeans,0.76372,0
2,Kmeans,0.781067,1
2,Kmeans,0.798635,0
2,Kmeans,0.529903,0
2,Kmeans,0.79189,1
2,Kmeans,0.802577,1
2,Kmeans,0.79401,1
2,Kmeans,0.802897,0
2,Kmeans,0.794927,1
2,Kmeans,0.595092,1
2,Kmeans,0.68678,1
2,Kmeans,0.770361,1
2,Kmeans,0.767794,1
2,Kmeans,0.799299,0
2,Kmeans,0.71353,0
2,Kmeans,0.720977,1
2,Kmeans,0.76145,1
2,Kmeans,0.759454,1
2,Kmeans,0.80092,1
2,Kmeans,0.738056,1
2,Kmeans,0.245098,0
2,Kmeans,0.794024,0
2,Kmeans,0.801777,1
2,Kmeans,0.79562,1
2,Kmeans,0.774921,1
2,Kmeans,0.728813,1
2,Kmeans,0.647152,1
2,Kmeans,0.201502,0
2,Kmeans,0.594244,1
2,Kmeans,0.173208,1
2,Kmeans,0.631495,0
2,Kmeans,0.802561,1
2,Kmeans,0.462633,0
2,Kmeans,0.789604,1
2,Kmeans,0.783288,0
2,Kmeans,0.801994,1
2,Kmeans,0.614734,0
2,Kmeans,0.520149,1
2,Kmeans,0.783313,1
2,Kmeans,0.69546,0
2,Kmeans,0.804429,0
2,Kmeans,0.720836,1
2,Kmeans,0.708914,0
2,Kmeans,0.801244,1
2,Kmeans,0.80363,0
2,Kmeans,0.762905,0
2,Kmeans,0.779515,1
2,Kmeans,0.776819,0
2,Kmeans,0.795958,1
2,Kmeans,0.769825,1
2,Kmeans,0.752555,0
2,Kmeans,0.685266,0
2,Kmeans,0.802345,1
2,Kmeans,0.793126,1
2,Kmeans,0.620151,1
2,Kmeans,0.766362,1
2,Kmeans,0.657835,1
2,Kmeans,0.803637,0
2,Kmeans,0.795275,1
2,Kmeans,0.731248,1
2,Kmeans,0.763628,1
2,Kmeans,0.758148,1
2,Kmeans,0.779536,0
2,Kmeans,0.635883,1
2,Kmeans,0.751105,0
2,Kmeans,0.801864,1
2,Kmeans,0.637053,1
2,Kmeans,0.800494,1
2,Kmeans,0.797582,1
2,Kmeans,0.416328,1
2,Kmeans,0.598119,1
2,Kmeans,0.60223,1
2,Kmeans,0.803389,0
2,Kmeans,0.764469,1
2,Kmeans,0.698366,1
2,Kmeans,0.175119,0
2,Kmeans,0.800158,1
2,Kmeans,0.795434,1
2,Kmeans,0.548609,1
2,Kmeans,0.296878,1
2,Kmeans,0.787162,1
2,Kmeans,0.534936,1
2,Kmeans,0.798721,0
2,Kmeans,0.766963,0
2,Kmeans,0.800388,1
2,Kmeans,0.760592,0
2,Kmeans,0.71117,1
2,Kmeans,0.763063,1
2,Kmeans,0.119901,1
2,Kmeans,0.605866,1
2,Kmeans,0.795089,1
2,Kmeans,0.707511,0
2,Kmeans,0.707089,1
2,Kmeans,0.787943,1
2,Kmeans,0.785518,1
2,Kmeans,0.802316,0
2,Kmeans,0.709201,1
2,Kmeans,0.793935,1
2,Kmeans,0.788054,1
2,Kmeans,0.633908,0
2,Kmeans,0.416028,1
2,Kmeans,0.801716,1
2,Kmeans,0.788533,0
2,Kmeans,0.798147,1
2,Kmeans,0.7875,0
2,Kmeans,0.725586,0
2,Kmeans,0.577382,1
2,Kmeans,0.799342,1
2,Kmeans,0.802374,1
2,Kmeans,0.414573,1
2,Kmeans,0.801729,1
2,GMM,0.652306,1
2,GMM,0.798831,0
2,GMM,0.694255,1
2,GMM,0.398318,0
2,GMM,0.767044,1
2,GMM,0.83746,0
2,GMM,0.305091,1
2,GMM,0.788822,1
2,GMM,0.780736,0
2,GMM,0.790508,1
2,GMM,0.790998,1
2,GMM,0.777901,1
2,GMM,0.79074,1
2,GMM,0.67183,1
2,GMM,0.776638,1
2,GMM,0.741502,1
2,GMM,0.53235,1
2,GMM,0.786515,1
2,GMM,0.79256,0
2,GMM,0.832375,0
2,GMM,0.77786,1
2,GMM,0.766159,0
2,GMM,0.691443,1
2,GMM,0.844353,0
2,GMM,0.720576,1
2,GMM,0.797585,0
2,GMM,0.768521,1
2,GMM,0.84423,0
2,GMM,0.703712,1
2,GMM,0.739878,1
2,GMM,0.790954,1
2,GMM,0.782186,1
2,GMM,0.780664,1
2,GMM,0.740469,1
2,GMM,0.648703,1
2,GMM,0.759385,1
2,GMM,0.781681,1
2,GMM,0.77158,1
2,GMM,0.784538,1
2,GMM,0.842328,0
2,GMM,0.679633,1
2,GMM,0.736153,1
2,GMM,0.733329,1
2,GMM,0.609731,1
2,GMM,0.784072,1
2,GMM,0.830933,0
2,GMM,0.842229,0
2,GMM,0.818909,0
2,GMM,0.734437,1
2,GMM,0.832695,0
2,GMM,0.793763,0
2,GMM,0.54543,1
2,GMM,-0.169769,1
2,GMM,0.762561,1
2,GMM,0.779048,1
2,GMM,0.808474,0
2,GMM,0.769426,1
2,GMM,0.837581,0
2,GMM,0.745792,1
2,GMM,0.751398,1
2,GMM,0.635047,0
2,GMM,0.632246,1
2,GMM,0.001619,1
2,GMM,0.764265,1
2,GMM,0.844392,0
2,GMM,0.649992,0
2,GMM,0.740559,1
2,GMM,0.674115,1
2,GMM,0.324544,1
2,GMM,0.81443,0
2,GMM,0.774469,1
2,GMM,0.751368,1
2,GMM,0.790269,1
2,GMM,0.667174,0
2,GMM,0.636401,1
2,GMM,0.750525,1
2,GMM,0.841255,0
2,GMM,0.593854,1
2,GMM,0.368855,1
2,GMM,0.75019,1
2,GMM,0.724437,1
2,GMM,0.687285,1
2,GMM,0.677889,1
2,GMM,0.41217,1
2,GMM,0.759499,1
2,GMM,0.790775,1
2,GMM,0.787815,1
2,GMM,0.362573,1
2,GMM,-0.2461,1
2,GMM,0.744018,1
2,GMM,0.790997,1
2,GMM,0.695751,1
2,GMM,0.835186,0
2,GMM,0.759987,1
2,GMM,0.790988,1
2,GMM,0.841316,0
2,GMM,0.809077,0
2,GMM,0.790812,1
2,GMM,0.614115,1
2,GMM,0.837254,0
2,GMM,0.686614,0
2,GMM,0.502776,1
2,GMM,-0.004214,1
2,GMM,0.842031,0
2,GMM,0.583059,0
2,GMM,0.837063,0
2,GMM,0.815279,0
2,GMM,0.838448,0
2,GMM,-0.077443,1
2,GMM,0.130216,1
2,GMM,0.697144,1
2,GMM,0.346332,1
2,GMM,0.718296,0
2,GMM,0.777993,1
2,GMM,0.693687,0
2,GMM,0.663604,1
2,GMM,0.35734,0
2,GMM,0.826191,0
2,GMM,0.763474,1
2,GMM,0.830096,0
2,GMM,0.69884,1
2,GMM,0.74915,1
2,GMM,0.76621,0
2,GMM,0.739716,1
2,GMM,0.787678,1
2,GMM,0.840345,0
2,GMM,0.84391,0
2,GMM,0.753415,1
2,GMM,0.764379,1
2,GMM,0.790729,1
2,GMM,0.666899,1
2,GMM,0.728421,1
2,GMM,0.639848,0
2,GMM,0.682762,1
2,GMM,0.463135,1
2,GMM,0.783135,1
2,GMM,0.613718,1
2,GMM,-0.048392,1
2,GMM,0.821329,0
2,GMM,0.049681,1
2,GMM,0.59433,1
2,GMM,0.834667,0
2,GMM,0.667816,1
2,GMM,-0.007185,1
2,GMM,-0.045329,1
2,GMM,0.835757,0
2,GMM,0.71901,1
2,GMM,0.176347,1
2,GMM,0.832583,0
2,GMM,0.64887,0
2,GMM,0.722549,0
2,GMM,0.788489,1
2,GMM,0.566609,1
2,GMM,0.82193,0
2,GMM,0.774093,1
2,GMM,0.129572,1
2,GMM,0.798789,0
2,GMM,0.477456,0
2,GMM,0.777096,1
2,GMM,0.789398,1
2,GMM,0.839755,0
2,GMM,0.806176,0
2,GMM,0.843498,0
2,GMM,0.723466,0
2,GMM,0.763704,1
2,GMM,0.790433,1
2,GMM,-0.07492,1
2,GMM,0.618554,1
2,GMM,0.617532,1
2,GMM,0.776392,1
2,GMM,0.528829,0
2,GMM,0.836212,0
2,GMM,0.301299,1
2,GMM,0.786259,1
2,GMM,0.790973,1
2,GMM,0.283165,1
2,GMM,0.789758,1
2,GMM,0.843542,0
2,GMM,0.737101,1
2,GMM,0.28447,0
2,GMM,0.844422,0
2,GMM,0.319394,1
2,GMM,0.790999,1
2,GMM,0.783762,1
2,GMM,0.605083,1
2,GMM,0.767699,1
2,GMM,0.686006,0
2,GMM,0.404095,1
2,GMM,0.774488,1
2,GMM,0.818906,0
2,GMM,0.790634,1
2,GMM,0.829119,0
2,GMM,0.843486,0
2,GMM,0.571098,1
2,GMM,0.632334,1
2,GMM,0.013704,1
2,GMM,0.780631,1
2,GMM,0.772252,1
2,GMM,0.787821,1
2,GMM,0.836032,0
2,GMM,0.78033,1
2,GMM,0.773297,1
2,GMM,0.662405,1
2,GMM,0.776614,1
2,GMM,0.698816,1
2,GMM,0.714163,0
2,GMM,0.815499,0
2,GMM,0.560199,1
2,GMM,0.631603,1
2,GMM,0.784885,1
2,GMM,0.821617,0
2,GMM,0.78367,1
2,GMM,0.738225,1
2,GMM,0.56364,1
2,GMM,0.74537,1
2,GMM,0.741272,1
2,GMM,0.437415,1
2,GMM,0.671847,1
2,GMM,0.781821,1
2,GMM,0.770836,1
2,GMM,0.807278,0
2,GMM,0.645596,1
2,GMM,0.723739,0
2,GMM,0.787584,1
2,GMM,-0.073155,1
2,GMM,0.674569,0
2,GMM,0.707136,0
2,GMM,0.837988,0
2,GMM,0.8307,0
2,GMM,0.777874,0
2,GMM,0.744665,1
2,GMM,-0.093918,1
2,GMM,0.844496,0
2,GMM,0.661093,1
2,GMM,0.359915,1
2,GMM,0.749291,0
2,GMM,0.724104,1
2,GMM,0.703105,1
2,GMM,0.641125,1
2,GMM,0.685162,0
2,GMM,0.437404,0
2,GMM,0.839401,0
2,GMM,0.767958,1
2,GMM,0.550196,1
2,GMM,0.635549,1
2,GMM,0.567028,1
2,GMM,0.772064,1
2,GMM,0.70476,1
2,GMM,0.692951,1
2,GMM,0.727473,1
2,GMM,0.788979,1
2,GMM,0.833143,0
2,GMM,0.786679,1
2,GMM,0.786487,1
2,GMM,0.681956,1
2,GMM,0.787905,1
2,GMM,0.82448,0
2,GMM,0.781508,1
2,GMM,0.717064,1
2,GMM,0.641511,1
2,GMM,0.790935,1
2,GMM,0.841064,0
2,GMM,0.819792,0
2,GMM,0.748261,1
2,GMM,0.844471,0
2,GMM,0.790913,1
2,GMM,0.600318,0
2,GMM,0.745299,1
2,GMM,0.736096,1
2,GMM,0.787834,1
2,GMM,0.488401,1
2,GMM,0.781648,1
2,GMM,0.779199,1
2,GMM,0.752964,1
2,GMM,0.197244,1
2,GMM,0.730223,1
2,GMM,0.429471,0
2,GMM,0.747974,1
2,GMM,0.378009,0
2,GMM,0.844137,0
2,GMM,0.594224,1
2,GMM,0.619691,0
2,GMM,0.700828,1
2,GMM,0.697183,1
2,GMM,0.758887,1
2,GMM,0.741728,1
2,GMM,0.054705,1
2,GMM,0.790487,1
2,GMM,0.626347,1
2,GMM,0.617399,1
2,GMM,0.780663,1
2,GMM,0.783396,1
2,GMM,0.689058,1
2,GMM,0.631652,0
2,GMM,0.790889,1
2,GMM,0.785138,1
2,GMM,0.621738,1
2,GMM,0.838706,0
2,GMM,0.694178,1
2,GMM,0.738832,1
2,GMM,0.779106,0
2,GMM,0.790283,1
2,GMM,0.787498,1
2,GMM,0.781758,0
2,GMM,0.776465,1
2,GMM,0.832721,0
2,GMM,0.463326,0
2,GMM,0.784494,1
2,GMM,0.790872,1
2,GMM,0.785993,1
2,GMM,0.84417,0
2,GMM,0.781876,1
2,GMM,0.629097,1
2,GMM,0.702032,1
2,GMM,0.768244,1
2,GMM,0.75483,1
2,GMM,0.841833,0
2,GMM,0.711883,0
2,GMM,0.729285,1
2,GMM,0.761321,1
2,GMM,0.759759,1
2,GMM,0.790407,1
2,GMM,0.742883,1
2,GMM,-0.088858,1
2,GMM,0.837272,0
2,GMM,0.789622,1
2,GMM,0.782605,1
2,GMM,0.761839,1
2,GMM,0.735531,1
2,GMM,0.638984,1
2,GMM,-0.034265,1
2,GMM,0.628423,1
2,GMM,0.299936,1
2,GMM,0.665739,0
2,GMM,0.790961,1
2,GMM,0.372137,0
2,GMM,0.782842,1
2,GMM,0.809691,0
2,GMM,0.790907,1
2,GMM,0.647715,0
2,GMM,0.569669,1
2,GMM,0.770126,1
2,GMM,0.687168,0
2,GMM,0.843891,0
2,GMM,0.709399,1
2,GMM,0.70555,0
2,GMM,0.788905,1
2,GMM,0.841744,0
2,GMM,0.780607,0
2,GMM,0.77528,1
2,GMM,0.820224,0
2,GMM,0.787323,1
2,GMM,0.756825,1
2,GMM,0.766093,0
2,GMM,0.673303,0
2,GMM,0.790422,1
2,GMM,0.780013,1
2,GMM,0.648986,1
2,GMM,0.765148,1
2,GMM,0.649154,1
2,GMM,0.844467,0
2,GMM,0.786866,1
2,GMM,0.719416,1
2,GMM,0.750749,1
2,GMM,0.758733,1
2,GMM,0.804289,0
2,GMM,0.661491,1
2,GMM,0.793425,0
2,GMM,0.790862,1
2,GMM,0.662422,1
2,GMM,0.787977,1
2,GMM,0.784719,1
2,GMM,0.48793,1
2,GMM,0.631502,1
2,GMM,0.634765,1
2,GMM,0.8444,0
2,GMM,0.75157,1
2,GMM,0.687846,1
2,GMM,-0.002564,1
2,GMM,0.787582,1
2,GMM,0.782408,1
2,GMM,0.592205,1
2,GMM,0.394966,1
2,GMM,0.781054,1
2,GMM,0.58137,1
2,GMM,0.841371,0
2,GMM,0.786355,0
2,GMM,0.790102,1
2,GMM,0.777356,0
2,GMM,0.700099,1
2,GMM,0.762582,1
2,GMM,0.259313,1
2,GMM,0.637649,1
2,GMM,0.786741,1
2,GMM,0.703629,0
2,GMM,0.696186,1
2,GMM,0.774746,1
2,GMM,0.779826,1
2,GMM,0.843853,0
2,GMM,0.698208,1
2,GMM,0.780846,1
2,GMM,0.774859,1
2,GMM,0.66833,0
2,GMM,0.487695,1
2,GMM,0.790803,1
2,GMM,0.817376,0
2,GMM,0.788728,1
2,GMM,0.830966,0
2,GMM,0.728546,0
2,GMM,0.615028,1
2,GMM,0.786662,1
2,GMM,0.790468,1
2,GMM,0.486555,1
2,GMM,0.790808,1
3,Kmeans,0.557748,2
3,Kmeans,0.758833,1
3,Kmeans,0.612925,2
3,Kmeans,0.049334,0
3,Kmeans,0.120438,0
3,Kmeans,0.802779,1
3,Kmeans,0.675726,0
3,Kmeans,0.593558,2
3,Kmeans,0.737768,1
3,Kmeans,0.487178,2
3,Kmeans,0.53833,2
3,Kmeans,0.649761,2
3,Kmeans,0.558269,2
3,Kmeans,0.584433,2
3,Kmeans,0.080638,2
3,Kmeans,0.658035,2
3,Kmeans,0.691025,0
3,Kmeans,0.337518,2
3,Kmeans,0.75153,1
3,Kmeans,0.783216,1
3,Kmeans,0.110527,2
3,Kmeans,0.720837,1
3,Kmeans,0.576834,0
3,Kmeans,0.806092,1
3,Kmeans,0.640773,2
3,Kmeans,0.757384,1
3,Kmeans,0.092217,0
3,Kmeans,0.805718,1
3,Kmeans,0.623705,2
3,Kmeans,0.403645,0
3,Kmeans,0.523216,2
3,Kmeans,0.638595,2
3,Kmeans,0.178904,2
3,Kmeans,0.400168,0
3,Kmeans,0.552757,2
3,Kmeans,0.662835,2
3,Kmeans,0.204863,2
3,Kmeans,0.658467,2
3,Kmeans,0.281268,2
3,Kmeans,0.807148,1
3,Kmeans,0.594455,2
3,Kmeans,0.654382,2
3,Kmeans,0.652006,2
3,Kmeans,0.674102,0
3,Kmeans,0.630032,2
3,Kmeans,0.795702,1
3,Kmeans,0.807093,1
3,Kmeans,0.782085,1
3,Kmeans,0.432287,0
3,Kmeans,0.783775,1
3,Kmeans,0.717045,1
3,Kmeans,0.69025,0
3,Kmeans,0.376937,0
3,Kmeans,0.19369,0
3,Kmeans,0.139499,2
3,Kmeans,0.770004,1
3,Kmeans,0.659842,2
3,Kmeans,0.792515,1
3,Kmeans,0.364663,0
3,Kmeans,0.662637,2
3,Kmeans,0.429087,1
3,Kmeans,0.529152,2
3,Kmeans,0.512381,0
3,Kmeans,0.168133,0
3,Kmeans,0.806232,1
3,Kmeans,0.457427,1
3,Kmeans,0.399623,0
3,Kmeans,0.587401,2
3,Kmeans,0.678392,0
3,Kmeans,0.752388,1
3,Kmeans,0.655451,2
3,Kmeans,0.66263,2
3,Kmeans,0.569532,2
3,Kmeans,0.489686,1
3,Kmeans,0.535186,2
3,Kmeans,0.662351,2
3,Kmeans,0.806344,1
3,Kmeans,0.680913,0
3,Kmeans,0.683766,0
3,Kmeans,0.328554,0
3,Kmeans,0.644334,2
3,Kmeans,0.585345,0
3,Kmeans,0.592246,2
3,Kmeans,0.687746,0
3,Kmeans,0.233863,0
3,Kmeans,0.557111,2
3,Kmeans,0.380496,2
3,Kmeans,0.683114,0
3,Kmeans,0.294793,0
3,Kmeans,0.377376,0
3,Kmeans,0.532271,2
3,Kmeans,0.566954,0
3,Kmeans,0.80038,1
3,Kmeans,0.227888,0
3,Kmeans,0.542582,2
3,Kmeans,0.806398,1
3,Kmeans,0.743229,1
3,Kmeans,0.55572,2
3,Kmeans,0.502845,2
3,Kmeans,0.802571,1
3,Kmeans,0.631167,1
3,Kmeans,0.692075,0
3,Kmeans,0.508764,0
3,Kmeans,0.806961,1
3,Kmeans,0.328054,1
3,Kmeans,0.791578,1
3,Kmeans,0.777893,1
3,Kmeans,0.7941,1
3,Kmeans,0.457707,0
3,Kmeans,0.589533,0
3,Kmeans,0.563473,0
3,Kmeans,0.681153,0
3,Kmeans,0.583693,1
3,Kmeans,0.649578,2
3,Kmeans,0.538776,1
3,Kmeans,0.57337,2
3,Kmeans,0.125815,0
3,Kmeans,0.790372,1
3,Kmeans,0.180282,0
3,Kmeans,0.779287,1
3,Kmeans,0.618546,2
3,Kmeans,0.337611,0
3,Kmeans,0.669253,1
3,Kmeans,0.404571,0
3,Kmeans,0.60654,2
3,Kmeans,0.797657,1
3,Kmeans,0.804906,1
3,Kmeans,0.298589,0
3,Kmeans,0.16631,0
3,Kmeans,0.558576,2
3,Kmeans,0.619507,0
3,Kmeans,0.459873,0
3,Kmeans,0.438218,1
3,Kmeans,0.593823,0
3,Kmeans,0.691063,0
3,Kmeans,0.634656,2
3,Kmeans,0.50226,2
3,Kmeans,0.479184,0
3,Kmeans,0.764203,1
3,Kmeans,0.541566,0
3,Kmeans,0.680745,0
3,Kmeans,0.787287,1
3,Kmeans,0.579051,2
3,Kmeans,0.506877,0
3,Kmeans,0.481351,0
3,Kmeans,0.801,1
3,Kmeans,0.639255,2
3,Kmeans,0.616473,0
3,Kmeans,0.783578,1
3,Kmeans,0.455308,1
3,Kmeans,0.59141,1
3,Kmeans,0.59771,2
3,Kmeans,0.687848,0
3,Kmeans,0.785541,1
3,Kmeans,0.019916,2
3,Kmeans,0.589153,0
3,Kmeans,0.758785,1
3,Kmeans,0.108699,1
